1 25000000 0 12500000 7200 0
2 828000 1 0 27 648000 1 0 135
1 1.07
25020000
1 1.1
25020000
1	19.80	26.37	15.04	89.23	13.86	45.58	15.58	41.35	42.77	89.81	24.00	42.90	24.98	54.70	18.20	66.01	20.27	79.80	19.62	68.74
2	20.48	26.37	13.22	89.23	11.16	45.58	15.56	41.35	40.38	89.81	21.56	42.90	19.94	54.70	17.70	66.01	20.50	79.80	16.39	68.74
3	20.41	26.37	13.37	89.23	7.60	45.58	11.29	41.35	24.10	89.81	17.47	42.90	17.98	54.70	16.63	66.01	21.05	79.80	15.54	68.74
4	14.34	26.37	10.03	89.23	7.54	45.58	8.45	41.35	11.44	89.81	16.18	42.90	13.44	54.70	15.34	66.01	15.78	79.80	18.48	68.74
5	5.06	26.37	3.90	89.23	7.54	45.58	8.45	41.35	12.13	89.81	15.97	42.90	15.62	54.70	15.39	66.01	13.48	79.80	16.80	68.74
6	19.79	26.37	13.52	89.23	13.46	45.58	15.53	41.35	11.97	89.81	18.45	42.90	15.90	54.70	15.39	66.01	16.82	79.80	17.40	68.74
7	17.32	26.37	16.71	89.23	21.70	45.58	26.88	41.35	11.91	89.81	24.26	42.90	17.14	54.70	21.98	66.01	22.20	79.80	21.09	68.74
8	22.27	26.37	30.08	89.23	31.77	45.58	37.68	41.35	11.88	89.81	39.74	42.90	35.49	54.70	34.82	66.01	28.47	79.80	33.06	68.74
9	24.75	26.37	41.77	89.23	33.13	45.58	37.16	41.35	11.97	89.81	36.58	42.90	30.42	54.70	32.89	66.01	27.18	79.80	37.81	68.74
10	34.65	26.37	44.63	89.23	38.92	45.58	37.20	41.35	14.57	89.81	37.46	42.90	37.85	54.70	34.82	66.01	29.11	79.80	37.98	68.74
11	37.12	26.37	43.00	89.23	39.25	45.58	37.94	41.35	28.32	89.81	36.76	42.90	39.88	54.70	34.71	66.01	28.43	79.80	39.06	68.74
12	36.50	26.37	43.94	89.23	40.68	45.58	39.27	41.35	34.26	89.81	36.42	42.90	38.53	54.70	41.54	66.01	30.14	79.80	38.65	68.74
13	35.27	26.37	42.02	89.23	39.17	45.58	37.16	41.35	43.45	89.81	35.88	42.90	37.82	54.70	32.09	66.01	29.35	79.80	34.05	68.74
14	35.27	26.37	35.33	89.23	39.08	45.58	37.24	41.35	30.99	89.81	35.38	42.90	36.84	54.70	29.18	66.01	27.63	79.80	32.55	68.74
15	34.65	26.37	35.34	89.23	39.35	45.58	36.09	41.35	14.57	89.81	34.71	42.90	34.47	54.70	25.58	66.01	27.92	79.80	33.35	68.74
16	36.50	26.37	33.42	89.23	38.80	45.58	34.33	41.35	11.85	89.81	28.05	42.90	26.55	54.70	26.27	66.01	27.84	79.80	32.86	68.74
17	37.12	26.37	34.91	89.23	35.92	45.58	36.06	41.35	14.70	89.81	33.66	42.90	37.43	54.70	33.48	66.01	38.94	79.80	34.83	68.74
18	41.45	26.37	43.45	89.23	44.78	45.58	43.39	41.35	41.75	89.81	40.03	42.90	37.70	54.70	63.67	66.01	42.61	79.80	39.98	68.74
19	48.88	26.37	46.79	89.23	43.87	45.58	43.41	41.35	51.83	89.81	41.96	42.90	42.76	54.70	66.03	66.01	66.67	79.80	48.60	68.74
20	40.22	26.37	43.96	89.23	38.10	45.58	39.26	41.35	55.04	89.81	39.78	42.90	39.96	54.70	47.77	66.01	48.57	79.80	43.06	68.74
21	35.27	26.37	34.38	89.23	40.42	45.58	37.17	41.35	51.75	89.81	34.53	42.90	38.87	54.70	27.25	66.01	42.27	79.80	37.81	68.74
22	29.08	26.37	30.58	89.23	35.88	45.58	29.99	41.35	47.59	89.81	26.52	42.90	32.11	54.70	29.47	66.01	33.99	79.80	33.61	68.74
23	49.51	26.37	30.08	89.23	33.29	45.58	33.06	41.35	56.36	89.81	27.57	42.90	31.75	54.70	22.83	66.01	34.01	79.80	23.10	68.74
24	31.00	26.37	27.22	89.23	31.42	45.58	28.55	41.35	51.11	89.81	23.79	42.90	23.24	54.70	23.67	66.01	33.45	79.80	20.99	68.74
25	22.26	49.67	20.54	66.65	40.07	116.11	20.51	36.55	24.39	49.05	27.71	75.35	25.11	41.35	22.33	93.96	20.28	47.93	25.38	49.32
26	22.52	49.67	21.25	66.65	29.38	116.11	19.63	36.55	19.86	49.05	26.96	75.35	24.59	41.35	18.18	93.96	20.84	47.93	22.21	49.32
27	23.11	49.67	21.18	66.65	31.43	116.11	19.63	36.55	19.86	49.05	26.97	75.35	23.87	41.35	18.18	93.96	19.86	47.93	21.84	49.32
28	17.34	49.67	14.87	66.65	22.92	116.11	16.70	36.55	19.86	49.05	25.47	75.35	20.45	41.35	18.18	93.96	18.84	47.93	20.00	49.32
29	14.81	49.67	5.25	66.65	21.77	116.11	12.80	36.55	16.18	49.05	19.46	75.35	19.27	41.35	14.81	93.96	17.64	47.93	16.96	49.32
30	18.47	49.67	20.54	66.65	26.49	116.11	15.67	36.55	20.90	49.05	25.23	75.35	19.36	41.35	19.13	93.96	14.92	47.93	20.44	49.32
31	24.38	49.67	17.97	66.65	33.56	116.11	19.58	36.55	19.44	49.05	25.98	75.35	26.96	41.35	17.80	93.96	13.90	47.93	23.77	49.32
32	31.27	49.67	23.11	66.65	46.36	116.11	25.91	36.55	38.88	49.05	35.95	75.35	32.85	41.35	35.59	93.96	27.13	47.93	29.60	49.32
33	29.85	49.67	25.68	66.65	46.70	116.11	27.79	36.55	46.65	49.05	35.20	75.35	33.56	41.35	42.70	93.96	31.54	47.93	31.02	49.32
34	31.97	49.67	35.95	66.65	49.98	116.11	29.29	36.55	49.57	49.05	36.13	75.35	37.55	41.35	45.36	93.96	37.06	47.93	36.66	49.32
35	31.22	49.67	38.51	66.65	50.41	116.11	29.65	36.55	48.11	49.05	37.48	75.35	39.51	41.35	44.03	93.96	36.96	47.93	36.56	49.32
36	33.10	49.67	37.87	66.65	49.16	116.11	29.15	36.55	44.37	49.05	37.45	75.35	39.47	41.35	40.61	93.96	41.96	47.93	33.82	49.32
37	32.23	49.67	36.59	66.65	49.83	116.11	31.62	36.55	44.71	49.05	36.32	75.35	40.52	41.35	40.92	93.96	41.96	47.93	32.42	49.32
38	30.35	49.67	36.59	66.65	45.10	116.11	31.21	36.55	45.19	49.05	35.35	75.35	35.71	41.35	41.36	93.96	40.38	47.93	31.02	49.32
39	30.67	49.67	35.95	66.65	42.43	116.11	27.88	36.55	38.87	49.05	33.49	75.35	32.88	41.35	35.58	93.96	39.54	47.93	28.90	49.32
40	30.58	49.67	37.87	66.65	36.97	116.11	25.84	36.55	37.90	49.05	29.68	75.35	29.56	41.35	34.69	93.96	37.70	47.93	28.55	49.32
